timestamp,open,high,low,close,volume
2024-12-31 21:00:00,193.89,194.26,192.34,193.05,316804.0
2024-12-31 22:00:00,193.05,193.05,190.59,191.07,433880.0
2024-12-31 23:00:00,191.07,191.08,189.04,189.22,581369.0
2025-01-01 00:00:00,189.22,192.58,189.0,192.44,586540.0
2025-01-01 01:00:00,192.44,192.56,190.25,190.62,334974.0
2025-01-01 02:00:00,190.63,191.96,190.31,191.51,204131.0
2025-01-01 03:00:00,191.52,191.52,189.93,190.31,180453.0
2025-01-01 04:00:00,190.31,190.31,189.25,189.41,275678.0
2025-01-01 05:00:00,189.41,190.55,189.25,190.02,234808.0
2025-01-01 06:00:00,190.02,190.192,189.27,190.18,194774.0
2025-01-01 07:00:00,190.18,190.24,189.58,189.96,171667.0
2025-01-01 08:00:00,189.97,190.64,189.18,189.28,241431.0
2025-01-01 09:00:00,189.29,189.66,187.82,189.06,511747.0
2025-01-01 10:00:00,189.07,190.93,189.07,190.15,357434.0
2025-01-01 11:00:00,190.16,191.74,189.8,191.22,359515.0
2025-01-01 12:00:00,191.23,191.64,190.4,190.86,294846.0
2025-01-01 13:00:00,190.85,191.25,189.48,190.16,351399.0
2025-01-01 14:00:00,190.16,191.4,189.02,190.78,436563.0
2025-01-01 15:00:00,190.79,192.09,189.84,191.81,368479.0
2025-01-01 16:00:00,191.82,192.21,189.95,190.4,334489.0
2025-01-01 17:00:00,190.41,190.55,189.12,190.49,303414.0
2025-01-01 18:00:00,190.49,192.18,189.76,191.62,348797.0
2025-01-01 19:00:00,191.62,193.86,191.43,193.03,592658.0
2025-01-01 20:00:00,193.02,194.49,193.02,194.29,415543.0
2025-01-01 21:00:00,194.28,195.29,193.62,194.63,417920.0
2025-01-01 22:00:00,194.63,194.89,193.61,194.44,230374.0
2025-01-01 23:00:00,194.44,195.09,193.71,194.22,230112.0
2025-01-02 00:00:00,194.22,197.14,193.34,196.17,751490.0
2025-01-02 01:00:00,196.16,198.41,196.04,197.64,595971.0
2025-01-02 02:00:00,197.64,199.38,197.4,199.32,594640.0
2025-01-02 03:00:00,199.32,199.63,197.72,198.46,423020.0
2025-01-02 04:00:00,198.47,204.8,198.47,204.39,1345660.0
2025-01-02 05:00:00,204.39,205.61,203.3,204.54,749316.0
2025-01-02 06:00:00,204.54,205.91,203.88,205.26,767030.0
2025-01-02 07:00:00,205.25,206.84,205.12,205.84,792213.0
2025-01-02 08:00:00,205.84,206.99,205.62,206.7,549390.0
2025-01-02 09:00:00,206.7,207.85,206.24,207.26,735201.0
2025-01-02 10:00:00,207.26,207.65,206.61,206.92,413234.0
2025-01-02 11:00:00,206.92,208.78,206.8,208.43,721957.0
2025-01-02 12:00:00,208.42,209.4,207.55,208.29,785114.0
2025-01-02 13:00:00,208.3,208.57,207.48,208.1,471745.0
2025-01-02 14:00:00,208.1,210.47,206.64,208.12,1453590.0
2025-01-02 15:00:00,208.11,208.29,205.37,206.68,944744.0
2025-01-02 16:00:00,206.67,208.99,205.85,207.38,631510.0
2025-01-02 17:00:00,207.38,208.14,204.62,205.97,743424.0
2025-01-02 18:00:00,205.97,206.71,204.89,206.35,469532.0
2025-01-02 19:00:00,206.36,207.74,206.08,206.62,392136.0
2025-01-02 20:00:00,206.62,207.91,206.62,206.73,275400.0
2025-01-02 21:00:00,206.73,207.09,205.38,206.46,326653.0
2025-01-02 22:00:00,206.47,206.68,205.14,206.51,214088.0
2025-01-02 23:00:00,206.5,208.38,206.46,208.17,341293.0
2025-01-03 00:00:00,208.17,208.38,206.91,207.06,244470.0
2025-01-03 01:00:00,207.06,207.23,205.51,206.76,296105.0
2025-01-03 02:00:00,206.77,208.01,206.22,206.72,303533.0
2025-01-03 03:00:00,206.72,208.2,206.05,207.93,286615.0
2025-01-03 04:00:00,207.94,207.99,206.95,207.62,188462.0
2025-01-03 05:00:00,207.63,209.54,207.0,208.78,514271.0
2025-01-03 06:00:00,208.77,209.87,207.43,207.66,780227.0
2025-01-03 07:00:00,207.66,208.63,206.93,207.86,587455.0
2025-01-03 08:00:00,207.86,209.81,207.45,209.25,804866.0
2025-01-03 09:00:00,209.26,212.81,208.97,211.08,1121814.0
2025-01-03 10:00:00,211.07,211.65,210.21,210.99,431829.0
2025-01-03 11:00:00,210.99,214.99,210.84,214.39,987460.0
2025-01-03 12:00:00,214.38,214.78,213.08,213.25,699647.0
2025-01-03 13:00:00,213.25,214.21,211.92,212.74,764177.0
2025-01-03 14:00:00,212.74,218.56,212.74,218.16,1597837.0
2025-01-03 15:00:00,218.15,218.38,216.47,217.26,675058.0
2025-01-03 16:00:00,217.27,219.69,216.32,217.58,946238.0
2025-01-03 17:00:00,217.58,218.13,216.51,217.25,448142.0
